planogram_id;sku;description;module;ledge;h_facings;v_facings;x_start;y_start;capacity;merch_style;package_width;package_height;package_depth;from_date;to_date
835;10207;TASSONI CEDRATA SODA CL18X4£;7;5;4;1;897.045833;155.0;24;UNIT;10.0;18.4;10.0;2022-01-27;
835;10188;MONSTER ULTRA WHITE CL50;7;6;5;1;790.346358;180.0;45;UNIT;6.6;16.8;6.6;2022-01-27;
835;10208;ARANCIATA S/PELLEGRINO LAT.33CL;7;6;6;1;823.452318;180.0;60;UNIT;5.9;14.7;5.9;2022-01-27;
835;10209;ORANSODA LATTINA CL.33£;7;6;6;1;858.97947;180.0;60;UNIT;5.8;14.5;5.8;2022-01-27;
835;10210;LEMONSODA ZERO CL33;7;6;4;1;893.906623;180.0;40;UNIT;5.8;14.6;5.8;2022-01-27;
835;10211;GASSOSA AVENA VAP CL.93;8;1;5;4;934.0;13.0;40;CASE;26.0;30.0;35.0;2022-01-27;
835;10212;GASSOSA AVENA VAP CL.18x6;8;2;8;1;937.829167;155.0;40;UNIT;15.6;15.4;11.3;2022-01-27;
835;10213;LEMONSODA LATTINA CL 33;8;3;7;1;917.191391;180.0;70;UNIT;5.8;14.5;5.8;2022-01-27;
835;10214;LIMONATA SAN PELLEGRINO LAT.33CL;8;3;4;1;957.939735;180.0;40;UNIT;5.9;14.6;5.9;2022-01-27;
835;10215;SCHWEPPES LIMONE LATT.CL33;8;3;4;1;981.624503;180.0;40;UNIT;5.9;14.7;5.9;2022-01-27;
835;10216;SCHWEPPES TONICA CL33£;8;3;5;1;1005.309272;180.0;50;UNIT;5.9;14.7;5.9;2022-01-27;
835;10217;MOJITO SODA ANALC.CL33;8;3;5;1;1034.915232;180.0;50;UNIT;5.8;14.6;5.8;2022-01-27;
