date_stamp;sku;quantity_sold
2022-04-24;10179;1.0
2022-04-24;10181;3.0
2022-04-24;10180;1.0
2022-04-24;10129;3.0
2022-04-24;10192;1.0
2022-04-24;10195;3.0
2022-04-24;10157;3.0
2022-04-24;10161;1.0
2022-04-24;10144;6.0
2022-04-24;10143;1.0
2022-04-24;10123;5.0
2022-04-24;10199;1.0
2022-04-24;10162;1.0
2022-04-24;10207;3.0
2022-04-24;10214;2.0
2022-04-24;10127;5.0
2022-04-24;10139;1.0
2022-04-24;10205;1.0
2022-04-24;10188;1.0
2022-04-24;10114;1.0
2022-04-24;10160;5.0
2022-04-24;10101;6.0
2022-04-24;10102;11.0
2022-04-24;10106;40.0
2022-04-24;10113;14.0
2022-04-24;10111;4.0
2022-04-24;10135;2.0
2022-04-24;10117;7.0
2022-04-24;10104;1.0
2022-04-24;10168;1.0
2022-04-24;10186;3.0
2022-04-24;10185;1.0
2022-04-24;10173;5.0
2022-04-24;10189;31.0
2022-04-24;10132;1.0
2022-04-24;10158;3.0
2022-04-24;10131;1.0
2022-04-24;10155;2.0
2022-04-24;10115;1.0
2022-04-24;10103;3.0
2022-04-24;10165;5.0
2022-04-24;10220;5.0
2022-04-24;10211;12.0
2022-04-24;10164;1.0
2022-04-24;10100;12.0
2022-04-24;10107;14.0
2022-04-24;10140;23.0
2022-04-24;10170;1.0
2022-04-24;10119;4.0
2022-04-24;10190;1.0
2022-04-24;10151;2.0
2022-04-24;10133;106.0
2022-04-24;10120;16.0
2022-04-24;10109;5.0
2022-04-24;10178;11.0
2022-04-24;10212;11.0
2022-04-24;10124;3.0
2022-04-24;10177;12.0
2022-04-24;10150;5.0
2022-04-25;10149;3.0
2022-04-25;10110;1.0
2022-04-25;10193;3.0
2022-04-25;10194;3.0
2022-04-25;10172;11.0
2022-04-25;10191;1.0
2022-04-25;10126;12.0
2022-04-25;10167;2.0
2022-04-25;10156;3.0
2022-04-25;10180;1.0
2022-04-25;10215;2.0
2022-04-25;10129;10.0
2022-04-25;10192;8.0
2022-04-25;10195;1.0
2022-04-25;10157;4.0
2022-04-25;10143;1.0
2022-04-25;10199;2.0
2022-04-25;10200;1.0
2022-04-25;10162;1.0
2022-04-25;10134;1.0
2022-04-25;10208;5.0
2022-04-25;10203;2.0
2022-04-25;10214;2.0
2022-04-25;10127;2.0
2022-04-25;10139;1.0
2022-04-25;10188;1.0
2022-04-25;10160;4.0
2022-04-25;10101;2.0
2022-04-25;10102;8.0
2022-04-25;10106;38.0
2022-04-25;10113;8.0
2022-04-25;10111;1.0
2022-04-25;10135;1.0
2022-04-25;10117;5.0
2022-04-25;10118;2.0
2022-04-25;10104;1.0
2022-04-25;10168;3.0
2022-04-25;10152;1.0
2022-04-25;10186;2.0
2022-04-25;10142;1.0
2022-04-25;10189;20.0
2022-04-25;10132;4.0
2022-04-25;10158;1.0
2022-04-25;10155;4.0
2022-04-25;10103;3.0
2022-04-25;10165;4.0
2022-04-25;10174;3.0
2022-04-25;10220;2.0
2022-04-25;10218;1.0
2022-04-25;10211;10.0
2022-04-25;10100;25.0
2022-04-25;10107;7.0
2022-04-25;10140;14.0
2022-04-25;10170;5.0
2022-04-25;10119;15.0
2022-04-25;10169;2.0
2022-04-25;10190;4.0
2022-04-25;10151;4.0
2022-04-25;10133;13.0
2022-04-25;10120;2.0
2022-04-25;10109;2.0
2022-04-25;10178;5.0
2022-04-25;10212;3.0
2022-04-25;10175;5.0
2022-04-25;10216;2.0
2022-04-25;10124;2.0
2022-04-25;10177;16.0
2022-04-25;10150;4.0
2022-04-25;10171;3.0
2022-04-26;10193;2.0
2022-04-26;10182;3.0
2022-04-26;10210;3.0
2022-04-26;10217;1.0
2022-04-26;10172;4.0
2022-04-26;10191;1.0
2022-04-26;10126;11.0
2022-04-26;10167;2.0
2022-04-26;10156;2.0
2022-04-26;10180;3.0
2022-04-26;10129;12.0
2022-04-26;10192;5.0
2022-04-26;10195;4.0
2022-04-26;10128;1.0
2022-04-26;10157;2.0
2022-04-26;10161;4.0
2022-04-26;10144;2.0
2022-04-26;10143;5.0
2022-04-26;10130;1.0
2022-04-26;10162;3.0
2022-04-26;10134;2.0
2022-04-26;10207;1.0
2022-04-26;10127;3.0
2022-04-26;10139;2.0
2022-04-26;10188;4.0
2022-04-26;10101;2.0
2022-04-26;10102;4.0
2022-04-26;10106;17.0
2022-04-26;10113;1.0
2022-04-26;10111;1.0
2022-04-26;10135;1.0
2022-04-26;10117;4.0
2022-04-26;10104;4.0
2022-04-26;10168;4.0
2022-04-26;10146;1.0
2022-04-26;10186;7.0
2022-04-26;10173;3.0
2022-04-26;10189;14.0
2022-04-26;10132;2.0
2022-04-26;10197;1.0
2022-04-26;10155;1.0
2022-04-26;10176;1.0
2022-04-26;10201;1.0
2022-04-26;10103;2.0
2022-04-26;10174;3.0
2022-04-26;10219;2.0
2022-04-26;10211;9.0
2022-04-26;10209;2.0
2022-04-26;10213;2.0
2022-04-26;10100;29.0
2022-04-26;10140;18.0
2022-04-26;10170;2.0
2022-04-26;10119;2.0
2022-04-26;10169;3.0
2022-04-26;10121;1.0
2022-04-26;10190;2.0
2022-04-26;10151;2.0
2022-04-26;10133;61.0
2022-04-26;10120;4.0
2022-04-26;10109;2.0
2022-04-26;10212;4.0
2022-04-26;10175;6.0
2022-04-26;10124;1.0
2022-04-26;10177;12.0
2022-04-26;10150;6.0
2022-04-27;10110;3.0
2022-04-27;10193;2.0
2022-04-27;10166;24.0
2022-04-27;10210;4.0
2022-04-27;10194;1.0
2022-04-27;10172;1.0
2022-04-27;10191;2.0
2022-04-27;10126;9.0
2022-04-27;10167;1.0
2022-04-27;10156;3.0
2022-04-27;10181;2.0
2022-04-27;10180;3.0
2022-04-27;10129;1.0
2022-04-27;10192;4.0
2022-04-27;10195;7.0
2022-04-27;10157;2.0
2022-04-27;10161;3.0
2022-04-27;10143;5.0
2022-04-27;10130;1.0
2022-04-27;10134;2.0
2022-04-27;10127;5.0
2022-04-27;10139;3.0
2022-04-27;10160;5.0
2022-04-27;10101;2.0
2022-04-27;10102;2.0
2022-04-27;10106;16.0
2022-04-27;10113;2.0
2022-04-27;10117;4.0
2022-04-27;10136;1.0
2022-04-27;10118;3.0
2022-04-27;10104;3.0
2022-04-27;10186;4.0
2022-04-27;10189;8.0
2022-04-27;10122;1.0
2022-04-27;10132;3.0
2022-04-27;10158;2.0
2022-04-27;10198;2.0
2022-04-27;10197;2.0
2022-04-27;10155;2.0
2022-04-27;10116;1.0
2022-04-27;10103;6.0
2022-04-27;10165;4.0
2022-04-27;10219;2.0
2022-04-27;10211;6.0
2022-04-27;10213;2.0
2022-04-27;10100;10.0
2022-04-27;10107;9.0
2022-04-27;10140;17.0
2022-04-27;10170;1.0
2022-04-27;10119;4.0
2022-04-27;10151;3.0
2022-04-27;10133;75.0
2022-04-27;10120;5.0
2022-04-27;10178;13.0
2022-04-27;10212;4.0
2022-04-27;10175;3.0
2022-04-27;10124;2.0
2022-04-27;10177;17.0
2022-04-27;10150;7.0
2022-04-27;10171;6.0
2022-04-28;10110;6.0
2022-04-28;10145;6.0
2022-04-28;10182;1.0
2022-04-28;10210;1.0
2022-04-28;10172;2.0
2022-04-28;10191;4.0
2022-04-28;10126;15.0
2022-04-28;10167;3.0
2022-04-28;10156;1.0
2022-04-28;10179;7.0
2022-04-28;10181;7.0
2022-04-28;10180;13.0
2022-04-28;10129;1.0
2022-04-28;10157;2.0
2022-04-28;10161;1.0
2022-04-28;10144;3.0
2022-04-28;10143;3.0
2022-04-28;10123;1.0
2022-04-28;10130;1.0
2022-04-28;10162;3.0
2022-04-28;10134;8.0
2022-04-28;10207;2.0
2022-04-28;10127;3.0
2022-04-28;10188;3.0
2022-04-28;10160;3.0
2022-04-28;10101;3.0
2022-04-28;10102;5.0
2022-04-28;10106;17.0
2022-04-28;10113;7.0
2022-04-28;10135;5.0
2022-04-28;10117;24.0
2022-04-28;10118;1.0
2022-04-28;10104;8.0
2022-04-28;10168;7.0
2022-04-28;10146;1.0
2022-04-28;10152;3.0
2022-04-28;10186;4.0
2022-04-28;10142;3.0
2022-04-28;10173;1.0
2022-04-28;10189;12.0
2022-04-28;10122;1.0
2022-04-28;10158;1.0
2022-04-28;10131;3.0
2022-04-28;10198;5.0
2022-04-28;10197;8.0
2022-04-28;10155;3.0
2022-04-28;10176;1.0
2022-04-28;10201;2.0
2022-04-28;10116;2.0
2022-04-28;10103;4.0
2022-04-28;10165;1.0
2022-04-28;10220;3.0
2022-04-28;10211;14.0
2022-04-28;10213;1.0
2022-04-28;10164;1.0
2022-04-28;10100;15.0
2022-04-28;10107;8.0
2022-04-28;10140;93.0
2022-04-28;10170;8.0
2022-04-28;10119;10.0
2022-04-28;10169;1.0
2022-04-28;10190;1.0
2022-04-28;10151;6.0
2022-04-28;10133;35.0
2022-04-28;10120;3.0
2022-04-28;10109;1.0
2022-04-28;10178;4.0
2022-04-28;10212;3.0
2022-04-28;10175;5.0
2022-04-28;10124;1.0
2022-04-28;10177;2.0
2022-04-28;10150;5.0
2022-04-28;10171;5.0
2022-04-29;10110;3.0
2022-04-29;10193;1.0
2022-04-29;10145;3.0
2022-04-29;10217;1.0
2022-04-29;10194;3.0
2022-04-29;10172;10.0
2022-04-29;10191;4.0
2022-04-29;10126;10.0
2022-04-29;10167;4.0
2022-04-29;10179;12.0
2022-04-29;10181;5.0
2022-04-29;10180;11.0
2022-04-29;10129;4.0
2022-04-29;10195;1.0
2022-04-29;10157;1.0
2022-04-29;10144;2.0
2022-04-29;10143;6.0
2022-04-29;10130;4.0
2022-04-29;10127;4.0
2022-04-29;10139;1.0
2022-04-29;10188;1.0
2022-04-29;10114;2.0
2022-04-29;10101;3.0
2022-04-29;10102;1.0
2022-04-29;10106;13.0
2022-04-29;10113;1.0
2022-04-29;10111;1.0
2022-04-29;10135;11.0
2022-04-29;10117;18.0
2022-04-29;10104;12.0
2022-04-29;10168;1.0
2022-04-29;10152;1.0
2022-04-29;10186;1.0
2022-04-29;10173;1.0
2022-04-29;10189;15.0
2022-04-29;10132;5.0
2022-04-29;10131;3.0
2022-04-29;10198;6.0
2022-04-29;10197;3.0
2022-04-29;10155;3.0
2022-04-29;10115;1.0
2022-04-29;10103;4.0
2022-04-29;10165;3.0
2022-04-29;10174;3.0
2022-04-29;10220;1.0
2022-04-29;10211;10.0
2022-04-29;10213;4.0
2022-04-29;10100;17.0
2022-04-29;10140;159.0
2022-04-29;10170;15.0
2022-04-29;10119;43.0
2022-04-29;10169;3.0
2022-04-29;10190;1.0
2022-04-29;10151;2.0
2022-04-29;10133;13.0
2022-04-29;10120;8.0
2022-04-29;10109;6.0
2022-04-29;10178;8.0
2022-04-29;10212;8.0
2022-04-29;10175;2.0
2022-04-29;10216;3.0
2022-04-29;10124;7.0
2022-04-29;10177;8.0
2022-04-29;10150;2.0
2022-04-29;10171;6.0
2022-04-30;10149;2.0
2022-04-30;10110;6.0
2022-04-30;10145;1.0
2022-04-30;10182;1.0
2022-04-30;10217;1.0
2022-04-30;10194;2.0
2022-04-30;10172;9.0
2022-04-30;10191;8.0
2022-04-30;10126;22.0
2022-04-30;10167;5.0
2022-04-30;10156;5.0
2022-04-30;10179;21.0
2022-04-30;10181;9.0
2022-04-30;10180;25.0
2022-04-30;10129;9.0
2022-04-30;10192;1.0
2022-04-30;10195;1.0
2022-04-30;10157;4.0
2022-04-30;10144;3.0
2022-04-30;10143;1.0
2022-04-30;10123;2.0
2022-04-30;10130;5.0
2022-04-30;10199;1.0
2022-04-30;10162;2.0
2022-04-30;10134;1.0
2022-04-30;10208;3.0
2022-04-30;10207;2.0
2022-04-30;10204;1.0
2022-04-30;10127;2.0
2022-04-30;10139;4.0
2022-04-30;10188;5.0
2022-04-30;10160;4.0
2022-04-30;10101;3.0
2022-04-30;10102;11.0
2022-04-30;10106;41.0
2022-04-30;10113;22.0
2022-04-30;10111;4.0
2022-04-30;10135;10.0
2022-04-30;10117;36.0
2022-04-30;10136;3.0
2022-04-30;10118;4.0
2022-04-30;10104;18.0
2022-04-30;10168;2.0
2022-04-30;10146;1.0
2022-04-30;10152;1.0
2022-04-30;10186;3.0
2022-04-30;10173;9.0
2022-04-30;10189;27.0
2022-04-30;10122;7.0
2022-04-30;10132;2.0
2022-04-30;10158;2.0
2022-04-30;10131;3.0
2022-04-30;10198;11.0
2022-04-30;10197;13.0
2022-04-30;10155;3.0
2022-04-30;10176;4.0
2022-04-30;10202;1.0
2022-04-30;10116;1.0
2022-04-30;10165;2.0
2022-04-30;10174;3.0
2022-04-30;10218;1.0
2022-04-30;10219;1.0
2022-04-30;10211;15.0
2022-04-30;10213;1.0
2022-04-30;10100;54.0
2022-04-30;10107;8.0
2022-04-30;10140;249.0
2022-04-30;10170;10.0
2022-04-30;10119;45.0
2022-04-30;10190;3.0
2022-04-30;10151;7.0
2022-04-30;10133;12.0
2022-04-30;10120;11.0
2022-04-30;10109;6.0
2022-04-30;10178;5.0
2022-04-30;10212;15.0
2022-04-30;10175;7.0
2022-04-30;10124;3.0
2022-04-30;10177;12.0
2022-04-30;10150;7.0
2022-04-30;10171;3.0
2022-05-01;10149;2.0
2022-05-01;10110;4.0
2022-05-01;10182;1.0
2022-05-01;10172;1.0
2022-05-01;10191;3.0
2022-05-01;10126;6.0
2022-05-01;10167;7.0
2022-05-01;10156;1.0
2022-05-01;10179;7.0
2022-05-01;10181;1.0
2022-05-01;10180;4.0
2022-05-01;10129;2.0
2022-05-01;10128;3.0
2022-05-01;10157;3.0
2022-05-01;10144;2.0
2022-05-01;10143;1.0
2022-05-01;10123;2.0
2022-05-01;10134;5.0
2022-05-01;10204;1.0
2022-05-01;10127;7.0
2022-05-01;10139;2.0
2022-05-01;10102;3.0
2022-05-01;10106;6.0
2022-05-01;10113;6.0
2022-05-01;10111;1.0
2022-05-01;10135;1.0
2022-05-01;10117;8.0
2022-05-01;10168;2.0
2022-05-01;10152;1.0
2022-05-01;10186;1.0
2022-05-01;10142;2.0
2022-05-01;10189;9.0
2022-05-01;10132;3.0
2022-05-01;10131;2.0
2022-05-01;10198;4.0
2022-05-01;10197;4.0
2022-05-01;10155;2.0
2022-05-01;10115;1.0
2022-05-01;10211;6.0
2022-05-01;10100;26.0
2022-05-01;10107;7.0
2022-05-01;10140;47.0
2022-05-01;10170;2.0
2022-05-01;10119;15.0
2022-05-01;10169;1.0
2022-05-01;10190;2.0
2022-05-01;10151;1.0
2022-05-01;10133;28.0
2022-05-01;10120;4.0
2022-05-01;10109;5.0
2022-05-01;10178;3.0
2022-05-01;10212;1.0
2022-05-01;10175;2.0
2022-05-01;10124;3.0
2022-05-01;10150;6.0
2022-05-01;10171;3.0
2022-05-02;10149;2.0
2022-05-02;10110;7.0
2022-05-02;10145;2.0
2022-05-02;10166;4.0
2022-05-02;10194;1.0
2022-05-02;10172;3.0
2022-05-02;10191;3.0
2022-05-02;10126;12.0
2022-05-02;10167;2.0
2022-05-02;10156;2.0
2022-05-02;10179;7.0
2022-05-02;10181;3.0
2022-05-02;10180;9.0
2022-05-02;10215;1.0
2022-05-02;10129;12.0
2022-05-02;10195;1.0
2022-05-02;10161;2.0
2022-05-02;10144;4.0
2022-05-02;10123;1.0
2022-05-02;10130;2.0
2022-05-02;10134;2.0
2022-05-02;10207;1.0
2022-05-02;10127;2.0
2022-05-02;10139;2.0
2022-05-02;10188;2.0
2022-05-02;10101;1.0
2022-05-02;10102;4.0
2022-05-02;10106;27.0
2022-05-02;10113;9.0
2022-05-02;10135;2.0
2022-05-02;10117;8.0
2022-05-02;10118;1.0
2022-05-02;10104;11.0
2022-05-02;10146;1.0
2022-05-02;10186;3.0
2022-05-02;10173;4.0
2022-05-02;10189;3.0
2022-05-02;10132;1.0
2022-05-02;10158;4.0
2022-05-02;10131;2.0
2022-05-02;10198;8.0
2022-05-02;10197;3.0
2022-05-02;10176;2.0
2022-05-02;10202;1.0
2022-05-02;10103;1.0
2022-05-02;10218;1.0
2022-05-02;10211;5.0
2022-05-02;10163;1.0
2022-05-02;10100;17.0
2022-05-02;10107;3.0
2022-05-02;10140;95.0
2022-05-02;10170;6.0
2022-05-02;10119;42.0
2022-05-02;10121;2.0
2022-05-02;10190;1.0
2022-05-02;10151;2.0
2022-05-02;10133;5.0
2022-05-02;10120;1.0
2022-05-02;10109;7.0
2022-05-02;10178;4.0
2022-05-02;10212;10.0
2022-05-02;10124;1.0
2022-05-02;10177;2.0
2022-05-02;10150;1.0
2022-05-02;10171;3.0
2022-05-03;10110;6.0
2022-05-03;10145;1.0
2022-05-03;10166;2.0
2022-05-03;10217;1.0
2022-05-03;10194;1.0
2022-05-03;10172;5.0
2022-05-03;10191;3.0
2022-05-03;10126;15.0
2022-05-03;10167;3.0
2022-05-03;10156;2.0
2022-05-03;10179;9.0
2022-05-03;10181;14.0
2022-05-03;10180;12.0
2022-05-03;10128;2.0
2022-05-03;10157;1.0
2022-05-03;10161;1.0
2022-05-03;10144;2.0
2022-05-03;10143;1.0
2022-05-03;10130;3.0
2022-05-03;10199;2.0
2022-05-03;10200;2.0
2022-05-03;10162;1.0
2022-05-03;10207;3.0
2022-05-03;10214;1.0
2022-05-03;10127;2.0
2022-05-03;10188;4.0
2022-05-03;10114;4.0
2022-05-03;10160;2.0
2022-05-03;10101;4.0
2022-05-03;10102;4.0
2022-05-03;10106;22.0
2022-05-03;10113;5.0
2022-05-03;10135;4.0
2022-05-03;10117;21.0
2022-05-03;10104;2.0
2022-05-03;10168;1.0
2022-05-03;10152;1.0
2022-05-03;10186;2.0
2022-05-03;10189;6.0
2022-05-03;10122;3.0
2022-05-03;10132;5.0
2022-05-03;10158;1.0
2022-05-03;10131;3.0
2022-05-03;10198;5.0
2022-05-03;10197;11.0
2022-05-03;10202;1.0
2022-05-03;10174;2.0
2022-05-03;10220;3.0
2022-05-03;10211;10.0
2022-05-03;10209;1.0
2022-05-03;10164;1.0
2022-05-03;10100;34.0
2022-05-03;10107;4.0
2022-05-03;10140;86.0
2022-05-03;10170;4.0
2022-05-03;10119;19.0
2022-05-03;10151;9.0
2022-05-03;10133;17.0
2022-05-03;10120;4.0
2022-05-03;10109;1.0
2022-05-03;10178;1.0
2022-05-03;10212;5.0
2022-05-03;10175;4.0
2022-05-03;10124;3.0
2022-05-03;10177;1.0
2022-05-03;10150;9.0
2022-05-04;10110;1.0
2022-05-04;10193;1.0
2022-05-04;10145;1.0
2022-05-04;10217;1.0
2022-05-04;10172;6.0
2022-05-04;10191;3.0
2022-05-04;10126;16.0
2022-05-04;10167;5.0
2022-05-04;10156;4.0
2022-05-04;10179;2.0
2022-05-04;10181;4.0
2022-05-04;10180;13.0
2022-05-04;10129;12.0
2022-05-04;10192;1.0
2022-05-04;10157;1.0
2022-05-04;10161;2.0
2022-05-04;10144;1.0
2022-05-04;10123;3.0
2022-05-04;10130;5.0
2022-05-04;10199;1.0
2022-05-04;10162;5.0
2022-05-04;10134;3.0
2022-05-04;10208;1.0
2022-05-04;10127;2.0
2022-05-04;10188;4.0
2022-05-04;10101;4.0
2022-05-04;10102;6.0
2022-05-04;10106;8.0
2022-05-04;10113;7.0
2022-05-04;10135;6.0
2022-05-04;10117;16.0
2022-05-04;10104;12.0
2022-05-04;10168;2.0
2022-05-04;10146;10.0
2022-05-04;10152;1.0
2022-05-04;10186;1.0
2022-05-04;10185;1.0
2022-05-04;10189;20.0
2022-05-04;10132;2.0
2022-05-04;10198;9.0
2022-05-04;10197;8.0
2022-05-04;10155;1.0
2022-05-04;10202;1.0
2022-05-04;10103;4.0
2022-05-04;10165;1.0
2022-05-04;10218;1.0
2022-05-04;10211;4.0
2022-05-04;10100;43.0
2022-05-04;10107;6.0
2022-05-04;10140;74.0
2022-05-04;10170;12.0
2022-05-04;10119;6.0
2022-05-04;10169;1.0
2022-05-04;10121;2.0
2022-05-04;10190;3.0
2022-05-04;10151;5.0
2022-05-04;10133;4.0
2022-05-04;10120;6.0
2022-05-04;10109;3.0
2022-05-04;10178;2.0
2022-05-04;10212;5.0
2022-05-04;10175;8.0
2022-05-04;10124;1.0
2022-05-04;10177;2.0
2022-05-04;10150;8.0
2022-05-04;10171;2.0
2022-05-05;10149;2.0
2022-05-05;10110;2.0
2022-05-05;10194;1.0
2022-05-05;10172;7.0
2022-05-05;10191;1.0
2022-05-05;10126;10.0
2022-05-05;10167;3.0
2022-05-05;10156;2.0
2022-05-05;10179;14.0
2022-05-05;10181;6.0
2022-05-05;10180;15.0
2022-05-05;10129;11.0
2022-05-05;10161;4.0
2022-05-05;10123;4.0
2022-05-05;10130;2.0
2022-05-05;10162;1.0
2022-05-05;10134;11.0
2022-05-05;10207;2.0
2022-05-05;10127;1.0
2022-05-05;10139;2.0
2022-05-05;10101;3.0
2022-05-05;10102;2.0
2022-05-05;10106;14.0
2022-05-05;10113;4.0
2022-05-05;10135;4.0
2022-05-05;10117;6.0
2022-05-05;10136;1.0
2022-05-05;10104;9.0
2022-05-05;10168;4.0
2022-05-05;10186;1.0
2022-05-05;10173;4.0
2022-05-05;10189;14.0
2022-05-05;10122;2.0
2022-05-05;10198;1.0
2022-05-05;10197;5.0
2022-05-05;10116;1.0
2022-05-05;10165;2.0
2022-05-05;10218;1.0
2022-05-05;10211;9.0
2022-05-05;10100;35.0
2022-05-05;10107;3.0
2022-05-05;10140;98.0
2022-05-05;10170;6.0
2022-05-05;10119;15.0
2022-05-05;10190;3.0
2022-05-05;10151;3.0
2022-05-05;10133;9.0
2022-05-05;10120;11.0
2022-05-05;10109;9.0
2022-05-05;10212;11.0
2022-05-05;10124;1.0
2022-05-05;10150;5.0
2022-05-06;10149;4.0
2022-05-06;10110;14.0
2022-05-06;10193;2.0
2022-05-06;10145;1.0
2022-05-06;10182;1.0
2022-05-06;10210;2.0
2022-05-06;10172;11.0
2022-05-06;10191;4.0
2022-05-06;10126;15.0
2022-05-06;10167;3.0
2022-05-06;10156;5.0
2022-05-06;10179;10.0
2022-05-06;10181;5.0
2022-05-06;10180;9.0
2022-05-06;10141;1.0
2022-05-06;10129;4.0
2022-05-06;10192;2.0
2022-05-06;10128;2.0
2022-05-06;10161;1.0
2022-05-06;10144;1.0
2022-05-06;10143;1.0
2022-05-06;10130;5.0
2022-05-06;10199;1.0
2022-05-06;10134;2.0
2022-05-06;10208;1.0
2022-05-06;10207;4.0
2022-05-06;10127;3.0
2022-05-06;10139;1.0
2022-05-06;10188;2.0
2022-05-06;10160;1.0
2022-05-06;10101;6.0
2022-05-06;10102;9.0
2022-05-06;10106;32.0
2022-05-06;10113;7.0
2022-05-06;10111;3.0
2022-05-06;10135;4.0
2022-05-06;10117;13.0
2022-05-06;10104;5.0
2022-05-06;10168;1.0
2022-05-06;10186;4.0
2022-05-06;10173;4.0
2022-05-06;10189;18.0
2022-05-06;10131;1.0
2022-05-06;10198;5.0
2022-05-06;10197;7.0
2022-05-06;10155;1.0
2022-05-06;10202;2.0
2022-05-06;10103;5.0
2022-05-06;10165;1.0
2022-05-06;10211;16.0
2022-05-06;10209;1.0
2022-05-06;10100;23.0
2022-05-06;10107;3.0
2022-05-06;10140;87.0
2022-05-06;10170;13.0
2022-05-06;10119;19.0
2022-05-06;10121;2.0
2022-05-06;10151;2.0
2022-05-06;10133;1.0
2022-05-06;10120;6.0
2022-05-06;10109;10.0
2022-05-06;10178;2.0
2022-05-06;10212;12.0
2022-05-06;10175;5.0
2022-05-06;10216;6.0
2022-05-06;10124;2.0
2022-05-06;10150;12.0
2022-05-06;10171;1.0
2022-05-07;10149;2.0
2022-05-07;10110;13.0
2022-05-07;10145;1.0
2022-05-07;10182;1.0
2022-05-07;10166;2.0
2022-05-07;10194;1.0
2022-05-07;10172;5.0
2022-05-07;10191;1.0
2022-05-07;10126;36.0
2022-05-07;10167;6.0
2022-05-07;10156;8.0
2022-05-07;10179;12.0
2022-05-07;10181;8.0
2022-05-07;10180;14.0
2022-05-07;10129;4.0
2022-05-07;10192;1.0
2022-05-07;10157;4.0
2022-05-07;10161;1.0
2022-05-07;10144;2.0
2022-05-07;10143;1.0
2022-05-07;10123;4.0
2022-05-07;10130;7.0
2022-05-07;10199;5.0
2022-05-07;10162;2.0
2022-05-07;10203;1.0
2022-05-07;10207;1.0
2022-05-07;10127;3.0
2022-05-07;10139;2.0
2022-05-07;10188;4.0
2022-05-07;10114;2.0
2022-05-07;10160;2.0
2022-05-07;10101;2.0
2022-05-07;10102;4.0
2022-05-07;10106;33.0
2022-05-07;10113;13.0
2022-05-07;10135;10.0
2022-05-07;10117;28.0
2022-05-07;10136;2.0
2022-05-07;10118;3.0
2022-05-07;10104;17.0
2022-05-07;10168;6.0
2022-05-07;10146;5.0
2022-05-07;10152;1.0
2022-05-07;10186;4.0
2022-05-07;10185;1.0
2022-05-07;10184;1.0
2022-05-07;10142;2.0
2022-05-07;10173;8.0
2022-05-07;10189;39.0
2022-05-07;10122;1.0
2022-05-07;10132;5.0
2022-05-07;10198;6.0
2022-05-07;10197;9.0
2022-05-07;10155;2.0
2022-05-07;10202;1.0
2022-05-07;10116;2.0
2022-05-07;10103;1.0
2022-05-07;10165;7.0
2022-05-07;10174;1.0
2022-05-07;10220;5.0
2022-05-07;10219;1.0
2022-05-07;10211;28.0
2022-05-07;10100;73.0
2022-05-07;10107;13.0
2022-05-07;10140;194.0
2022-05-07;10170;5.0
2022-05-07;10119;35.0
2022-05-07;10169;2.0
2022-05-07;10121;2.0
2022-05-07;10190;1.0
2022-05-07;10151;3.0
2022-05-07;10133;13.0
2022-05-07;10120;8.0
2022-05-07;10109;7.0
2022-05-07;10178;4.0
2022-05-07;10212;15.0
2022-05-07;10175;2.0
2022-05-07;10216;2.0
2022-05-07;10124;6.0
2022-05-07;10177;3.0
2022-05-07;10150;4.0
2022-05-08;10110;5.0
2022-05-08;10182;1.0
2022-05-08;10217;3.0
2022-05-08;10172;5.0
2022-05-08;10191;1.0
2022-05-08;10126;30.0
2022-05-08;10167;2.0
2022-05-08;10156;4.0
2022-05-08;10179;1.0
2022-05-08;10180;4.0
2022-05-08;10129;3.0
2022-05-08;10195;2.0
2022-05-08;10157;2.0
2022-05-08;10161;1.0
2022-05-08;10144;2.0
2022-05-08;10162;5.0
2022-05-08;10208;4.0
2022-05-08;10127;9.0
2022-05-08;10139;1.0
2022-05-08;10188;2.0
2022-05-08;10114;2.0
2022-05-08;10160;6.0
2022-05-08;10101;2.0
2022-05-08;10102;5.0
2022-05-08;10106;23.0
2022-05-08;10113;6.0
2022-05-08;10111;5.0
2022-05-08;10117;6.0
2022-05-08;10168;1.0
2022-05-08;10186;3.0
2022-05-08;10173;1.0
2022-05-08;10189;16.0
2022-05-08;10132;2.0
2022-05-08;10158;2.0
2022-05-08;10131;3.0
2022-05-08;10155;4.0
2022-05-08;10176;1.0
2022-05-08;10202;2.0
2022-05-08;10116;1.0
2022-05-08;10115;3.0
2022-05-08;10103;4.0
2022-05-08;10220;1.0
2022-05-08;10211;15.0
2022-05-08;10209;1.0
2022-05-08;10213;1.0
2022-05-08;10100;13.0
2022-05-08;10107;5.0
2022-05-08;10140;9.0
2022-05-08;10170;2.0
2022-05-08;10119;15.0
2022-05-08;10169;3.0
2022-05-08;10121;4.0
2022-05-08;10190;1.0
2022-05-08;10151;3.0
2022-05-08;10133;14.0
2022-05-08;10120;7.0
2022-05-08;10109;7.0
2022-05-08;10178;2.0
2022-05-08;10212;9.0
2022-05-08;10175;1.0
2022-05-08;10216;1.0
2022-05-08;10124;3.0
2022-05-08;10177;2.0
2022-05-08;10150;12.0
2022-05-09;10110;7.0
2022-05-09;10182;1.0
2022-05-09;10217;2.0
2022-05-09;10172;4.0
2022-05-09;10126;9.0
2022-05-09;10167;10.0
2022-05-09;10161;2.0
2022-05-09;10144;2.0
